
S:1000G:500R:0,0.000000,0.125000,20.062000,0.000000
S:1000G:500R:1,0.000000,0.031000,19.966000,0.016000
S:1000G:500R:2,0.000000,0.094000,15.156000,0.000000
S:1000G:500R:3,0.000000,0.031000,20.377000,0.016000
S:1000G:500R:4,0.016000,0.140000,33.573000,0.015000
S:1000G:500R:5,0.032000,0.125000,24.548000,0.000000
S:1000G:500R:6,0.000000,0.031000,24.798000,0.000000
S:1000G:500R:7,0.016000,0.125000,24.849000,0.016000
S:1000G:500R:8,0.031000,0.078000,28.204000,0.016000
S:1000G:500R:9,0.031000,0.141000,30.560000,0.016000
S:1000G:500R:10,0.031000,0.110000,27.320000,0.016000
S:1000G:500R:11,0.015000,0.079000,21.027000,0.000000
S:1000G:500R:12,0.015000,0.110000,20.726000,0.015000
S:1000G:500R:13,0.016000,0.062000,21.286000,0.000000
S:1000G:500R:14,0.016000,0.031000,15.594000,0.016000
S:1000G:500R:15,0.000000,0.062000,14.839000,0.000000
S:1000G:500R:16,0.000000,0.047000,26.520000,0.000000
S:1000G:500R:17,0.000000,0.047000,25.483000,0.000000
S:1000G:500R:18,0.015000,0.063000,20.969000,0.016000
S:1000G:500R:19,0.000000,0.063000,26.975000,0.015000
S:1000G:500R:20,0.000000,0.110000,27.676000,0.016000
S:1000G:500R:21,0.031000,0.141000,29.825000,0.000000
S:1000G:500R:22,0.031000,0.141000,29.186000,0.016000
S:1000G:500R:23,0.000000,0.094000,23.130000,0.016000
S:1000G:500R:24,0.000000,0.125000,27.113000,0.016000
S:1000G:500R:25,0.000000,0.047000,30.577000,0.015000
S:1000G:500R:26,0.015000,0.125000,26.144000,0.000000
S:1000G:500R:27,0.000000,0.047000,25.192000,0.016000
S:1000G:500R:28,0.000000,0.078000,30.160000,0.000000
S:1000G:500R:29,0.047000,0.125000,28.510000,0.016000
S:1000G:500R:30,0.031000,0.125000,22.460000,0.000000
S:1000G:500R:31,0.000000,0.047000,14.938000,0.000000
S:1000G:500R:32,0.015000,0.032000,15.045000,0.016000
S:1000G:500R:33,0.015000,0.110000,21.410000,0.000000
S:1000G:500R:34,0.047000,0.110000,21.078000,0.000000
S:1000G:500R:35,0.031000,0.125000,22.875000,0.000000
S:1000G:500R:36,0.016000,0.031000,20.770000,0.015000
S:1000G:500R:37,0.016000,0.078000,21.473000,0.016000
S:1000G:500R:38,0.000000,0.110000,26.872000,0.000000
S:1000G:500R:39,0.000000,0.125000,16.437000,0.000000
S:1000G:500R:40,0.016000,0.031000,16.266000,0.016000
S:1000G:500R:41,0.000000,0.031000,18.512000,0.015000
S:1000G:500R:42,0.000000,0.063000,20.075000,0.016000
S:1000G:500R:43,0.000000,0.140000,13.969000,0.016000
S:1000G:500R:44,0.000000,0.031000,18.802000,0.000000
S:1000G:500R:45,0.015000,0.032000,21.542000,0.000000
S:1000G:500R:46,0.016000,0.047000,16.600000,0.000000
S:1000G:500R:47,0.016000,0.047000,20.798000,0.000000
S:1000G:500R:48,0.016000,0.109000,16.406000,0.000000
S:1000G:500R:49,0.000000,0.031000,20.143000,0.016000
