
S:2000G:500R:0,0.009000,0.125000,31.936000,0.010000
S:2000G:500R:1,0.009000,0.125000,31.903000,0.010000
S:2000G:500R:2,0.009000,0.125000,31.864000,0.010000
S:2000G:500R:3,0.008000,0.125000,31.936000,0.011000
S:2000G:500R:4,0.008000,0.126000,31.928000,0.010000
S:2000G:500R:5,0.008000,0.125000,31.909000,0.010000
S:2000G:500R:6,0.008000,0.126000,31.943000,0.010000
S:2000G:500R:7,0.008000,0.125000,31.973000,0.010000
S:2000G:500R:8,0.009000,0.125000,31.933000,0.010000
S:2000G:500R:9,0.009000,0.125000,31.972000,0.010000
S:2000G:500R:10,0.008000,0.125000,31.881000,0.010000
S:2000G:500R:11,0.009000,0.125000,32.042000,0.010000
S:2000G:500R:12,0.009000,0.127000,32.101000,0.011000
S:2000G:500R:13,0.009000,0.125000,32.098000,0.010000
S:2000G:500R:14,0.009000,0.126000,31.976000,0.010000
S:2000G:500R:15,0.009000,0.125000,31.979000,0.010000
S:2000G:500R:16,0.008000,0.125000,31.994000,0.010000
S:2000G:500R:17,0.008000,0.126000,31.976000,0.010000
S:2000G:500R:18,0.008000,0.128000,32.154000,0.010000
S:2000G:500R:19,0.009000,0.125000,31.946000,0.010000
S:2000G:500R:20,0.008000,0.126000,31.904000,0.010000
S:2000G:500R:21,0.009000,0.128000,32.006000,0.010000
S:2000G:500R:22,0.008000,0.125000,32.009000,0.010000
S:2000G:500R:23,0.009000,0.125000,32.014000,0.010000
S:2000G:500R:24,0.009000,0.125000,32.060000,0.010000
S:2000G:500R:25,0.008000,0.125000,31.996000,0.010000
S:2000G:500R:26,0.008000,0.125000,31.964000,0.011000
S:2000G:500R:27,0.008000,0.126000,32.069000,0.010000
S:2000G:500R:28,0.009000,0.127000,32.027000,0.010000
S:2000G:500R:29,0.008000,0.125000,31.916000,0.010000
S:2000G:500R:30,0.009000,0.125000,32.177000,0.010000
S:2000G:500R:31,0.009000,0.125000,32.087000,0.010000
S:2000G:500R:32,0.011000,0.126000,32.041000,0.010000
S:2000G:500R:33,0.009000,0.126000,31.949000,0.011000
S:2000G:500R:34,0.009000,0.126000,31.997000,0.010000
S:2000G:500R:35,0.009000,0.126000,32.042000,0.010000
S:2000G:500R:36,0.008000,0.126000,32.026000,0.010000
S:2000G:500R:37,0.008000,0.125000,31.932000,0.010000
S:2000G:500R:38,0.008000,0.125000,31.996000,0.010000
S:2000G:500R:39,0.009000,0.126000,32.189000,0.010000
S:2000G:500R:40,0.009000,0.126000,32.093000,0.010000
S:2000G:500R:41,0.009000,0.125000,31.996000,0.010000
S:2000G:500R:42,0.009000,0.125000,32.153000,0.010000
S:2000G:500R:43,0.013000,0.126000,32.084000,0.010000
S:2000G:500R:44,0.016000,0.128000,32.142000,0.010000
S:2000G:500R:45,0.009000,0.126000,31.932000,0.010000
S:2000G:500R:46,0.008000,0.125000,32.158000,0.010000
S:2000G:500R:47,0.009000,0.127000,32.144000,0.016000
S:2000G:500R:48,0.000000,0.125000,32.033000,0.016000
S:2000G:500R:49,0.000000,0.125000,32.138000,0.011000
